Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_travel_water_facility_due_to_discrimination,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_travel_water_facility_due_to_discrimination,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_travel_water_facility_due_to_discrimination,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_travel_water_facility_due_to_discrimination,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_travel_water_facility_due_to_discrimination,0,0,refugee,i.hh_age,,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed,0.09,3,refugee,i.hh_age,age_25_39,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed,0,0,refugee,i.hh_age,,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_stigmatised,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_stigmatised,0.03,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_stigmatised,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_stigmatised,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_stigmatised,0,0,refugee,i.hh_age,,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed_by_community,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed_by_community,0.14,5,refugee,i.hh_age,age_25_39,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed_by_community,0.06,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed_by_community,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/feel_unable_to_access_water_facility_due_being_shamed_by_community,0.2,1,refugee,i.hh_age,,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_access_water_services_due_to_cost,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_access_water_services_due_to_cost,0.06,2,refugee,i.hh_age,age_25_39,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_access_water_services_due_to_cost,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_access_water_services_due_to_cost,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unable_to_access_water_services_due_to_cost,0,0,refugee,i.hh_age,,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unaware_of_specific_water_services,0.43,3,refugee,i.hh_age,age_18_24,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unaware_of_specific_water_services,0.11,4,refugee,i.hh_age,age_25_39,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unaware_of_specific_water_services,0.12,2,refugee,i.hh_age,age_40_59,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unaware_of_specific_water_services,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/unaware_of_specific_water_services,0.4,2,refugee,i.hh_age,,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/no_barriers,0.14,1,refugee,i.hh_age,age_18_24,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/no_barriers,0.17,6,refugee,i.hh_age,age_25_39,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/no_barriers,0.12,2,refugee,i.hh_age,age_40_59,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/no_barriers,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"As a female, what are the main barriers that you or any female members of your household face when accessing water facilities?",water_facility_barriers,water_facility_barriers/no_barriers,0.2,1,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/hew,0.54,7,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/hew,0.34,40,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/hew,0.18,8,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/hew,0.29,2,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/hew,0.58,11,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/water_board,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/water_board,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/water_board,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/water_board,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/water_board,0,0,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/local_govt,0.62,8,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/local_govt,0.6,71,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/local_govt,0.53,24,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/local_govt,0.86,6,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/local_govt,0.42,8,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/community_leader,0.08,1,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/community_leader,0.21,25,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/community_leader,0.13,6,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/community_leader,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/community_leader,0.05,1,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_community_member,0.31,4,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_community_member,0.34,40,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_community_member,0.44,20,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_community_member,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_community_member,0.16,3,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/ngo,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/ngo,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/ngo,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/ngo,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/ngo,0,0,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other,0,0,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/no_information,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/no_information,0.03,4,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/no_information,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/no_information,0.14,1,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/no_information,0,0,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_health_professional,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_health_professional,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_health_professional,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_health_professional,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/other_health_professional,0,0,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/wash_committee,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/wash_committee,0.06,7,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/wash_committee,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/wash_committee,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/wash_committee,0,0,refugee,i.hh_age,,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/none,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/none,0.01,1,refugee,i.hh_age,age_25_39,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/none,0.04,2,refugee,i.hh_age,age_40_59,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/none,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
How would you like to receive information about water in your locality in the future?,water_info_preference,water_info_preference/none,0,0,refugee,i.hh_age,,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_to_safety_when_travelling_to_health_service,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_to_safety_when_travelling_to_health_service,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_to_safety_when_travelling_to_health_service,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_to_safety_when_travelling_to_health_service,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_kidnapped,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_kidnapped,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_kidnapped,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_kidnapped,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_physical_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_physical_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_physical_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_physical_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_threatened_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_threatened_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_threatened_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_threatened_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_sexual_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_sexual_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_sexual_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_day_due_to_sexual_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_kidnapped,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_kidnapped,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_kidnapped,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_kidnapped,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_threatened_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_threatened_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_threatened_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_threatened_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_sexual_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_sexual_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_sexual_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/area_where_service_located_unsafe_night_due_to_sexual_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_travel_water,1,1,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_travel_water,0.62,5,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_travel_water,0.67,4,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/risk_travel_water,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_verbal_harrasment,0.25,2,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_verbal_harrasment,0.33,2,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_verbal_harrasment,1,1,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_kidnap,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_kidnap,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_kidnap,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_kidnap,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_physical_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_physical_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_physical_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_physical_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_threatened_with_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_threatened_with_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_threatened_with_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_threatened_with_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_sexual_harrasment,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_sexual_harrasment,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_sexual_harrasment,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_day_due_to_sexual_harrasment,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_verbal_harrasment,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_kidnap,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_kidnap,0.12,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_kidnap,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_kidnap,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_physical_violence,0.12,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
