Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/in_realted_in,0.01,2,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/in_realted_in,0.02,3,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/commuting_realted_commuting,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/commuting_realted_commuting,0.01,2,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/commuting_realted_commuting,0.01,1,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/commuting_realted_commuting,0.01,2,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/commuting_realted_commuting,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_while,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_while,0.01,2,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_while,0.01,2,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_while,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_while,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_not_accessible,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_not_accessible,0.01,1,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_not_accessible,0.01,1,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_not_accessible,0.01,1,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_not_accessible,0.01,2,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_of_teaching_realted_in,0.14,5,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_of_teaching_realted_in,0.06,11,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_of_teaching_realted_in,0.13,26,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_of_teaching_realted_in,0.11,15,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_of_teaching_realted_in,0.06,9,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_learning_realted_materials,0.14,5,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_learning_realted_materials,0.09,17,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_learning_realted_materials,0.13,26,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_learning_realted_materials,0.14,19,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/lack_learning_realted_materials,0.11,16,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/home_realted_at,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/home_realted_at,0.02,3,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/home_realted_at,0.04,7,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/home_realted_at,0.05,7,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/home_realted_at,0.05,7,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/gold_realted_in,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/gold_realted_in,0.03,6,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/gold_realted_in,0.04,7,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/gold_realted_in,0.02,3,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/gold_realted_in,0.05,8,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/children_other_realted_income,0.03,1,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/children_other_realted_income,0.04,7,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/children_other_realted_income,0.04,8,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/children_other_realted_income,0.03,4,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/children_other_realted_income,0.01,1,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrate_realted_to,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrate_realted_to,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrate_realted_to,0,0,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrate_realted_to,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrate_realted_to,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/health_realted_mental,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/health_realted_mental,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/health_realted_mental,0,0,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/health_realted_mental,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/health_realted_mental,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/physical_realted_physical,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/physical_realted_physical,0.01,1,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/physical_realted_physical,0.01,2,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/physical_realted_physical,0.01,1,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/physical_realted_physical,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_is_a_realted_for,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_is_a_realted_for,0.01,2,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_is_a_realted_for,0.01,1,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_is_a_realted_for,0.01,1,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_is_a_realted_for,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_priorty_realted_for,0.03,1,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_priorty_realted_for,0.02,4,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_priorty_realted_for,0.02,4,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_priorty_realted_for,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/education_priorty_realted_for,0.01,2,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/child_thinks_feels_overaged_for_the_level_overaged_realted_they,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/child_thinks_feels_overaged_for_the_level_overaged_realted_they,0.01,2,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/child_thinks_feels_overaged_for_the_level_overaged_realted_they,0.03,5,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/child_thinks_feels_overaged_for_the_level_overaged_realted_they,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/child_thinks_feels_overaged_for_the_level_overaged_realted_they,0.01,1,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/not_able_to_register_register_realted_in,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/not_able_to_register_register_realted_in,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/not_able_to_register_register_realted_in,0.01,1,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/not_able_to_register_register_realted_in,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/not_able_to_register_register_realted_in,0.01,1,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/by_realted_by,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/by_realted_by,0.01,1,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/by_realted_by,0.01,2,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/by_realted_by,0.02,3,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/by_realted_by,0.02,3,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/pregnancy_realted_pregnancy,0.03,1,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/pregnancy_realted_pregnancy,0.02,3,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/pregnancy_realted_pregnancy,0.01,2,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/pregnancy_realted_pregnancy,0.02,3,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/pregnancy_realted_pregnancy,0.08,12,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_food,0.06,2,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_food,0.05,9,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_food,0.06,12,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_food,0.02,3,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/at_realted_food,0.04,6,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrated_to_other_country,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrated_to_other_country,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrated_to_other_country,0,0,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrated_to_other_country,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/migrated_to_other_country,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/bullying,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/bullying,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/bullying,0,0,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/bullying,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/bullying,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/service_provider_not_able_to_help_me_a_disability_able_realted_issue,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/service_provider_not_able_to_help_me_a_disability_able_realted_issue,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/service_provider_not_able_to_help_me_a_disability_able_realted_issue,0,0,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/service_provider_not_able_to_help_me_a_disability_able_realted_issue,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/service_provider_not_able_to_help_me_a_disability_able_realted_issue,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_due_to_capacity_shortage,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_due_to_capacity_shortage,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_due_to_capacity_shortage,0,0,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_due_to_capacity_shortage,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_due_to_capacity_shortage,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_children_due_to_policy,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_children_due_to_policy,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_children_due_to_policy,0,0,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_children_due_to_policy,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/school_do_not_accept_idp_children_due_to_policy,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/discrimination_against_idp,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/discrimination_against_idp,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/discrimination_against_idp,0,0,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/discrimination_against_idp,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/discrimination_against_idp,0.01,1,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/other,0.6,21,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/other,0.67,122,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/other,0.59,115,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/other,0.61,84,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/other,0.65,96,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dwta,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dwta,0,0,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dwta,0.01,2,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dwta,0,0,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dwta,0,0,refugee,i.hh_age,,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dk,0,0,refugee,i.hh_age,age_18_24,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dk,0.06,6,refugee,i.hh_age,age_25_39,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dk,0.04,7,refugee,i.hh_age,age_40_59,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dk,0.06,5,refugee,i.hh_age,age_60+,select_multiple,Individual
What is the reason(s) for (specific HH member) not attending?,not_attending_reasons,not_attending_reasons/dk,0.04,4,refugee,i.hh_age,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/cannot_afford_school_fees,0.01,3,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/cannot_afford_school_fees,0.18,2,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/cannot_afford_education_realted_costs,0.03,20,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/cannot_afford_education_realted_costs,0.18,2,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/lack_of_feeding_realted_food,0.02,13,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/lack_of_feeding_realted_food,0.09,1,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/in_realted_in,0.02,13,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/in_realted_in,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/commuting_realted_commuting,0,2,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/commuting_realted_commuting,0.09,1,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/at_realted_while,0.01,3,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/at_realted_while,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/school_not_accessible,0.01,4,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/school_not_accessible,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/lack_of_teaching_realted_in,0.08,47,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/lack_of_teaching_realted_in,0.27,3,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/lack_learning_realted_materials,0.1,60,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/lack_learning_realted_materials,0.18,2,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/home_realted_at,0.03,20,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/home_realted_at,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/gold_realted_in,0.04,21,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/gold_realted_in,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/children_other_realted_income,0.03,20,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/children_other_realted_income,0.09,1,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/migrate_realted_to,0,1,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/migrate_realted_to,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/health_realted_mental,0,1,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/health_realted_mental,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/physical_realted_physical,0.01,4,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/physical_realted_physical,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/education_is_a_realted_for,0.01,5,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/education_is_a_realted_for,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/education_priorty_realted_for,0.03,15,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/education_priorty_realted_for,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/child_thinks_feels_overaged_for_the_level_overaged_realted_they,0.01,8,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/child_thinks_feels_overaged_for_the_level_overaged_realted_they,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/not_able_to_register_register_realted_in,0,0,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/not_able_to_register_register_realted_in,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/by_realted_by,0.02,13,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/by_realted_by,0,0,refugee,region,,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/pregnancy_realted_pregnancy,0.03,17,refugee,region,Tigray,select_multiple,Individual
What is the reason (specific HH member) dropped out?,dropout_reason,dropout_reason/pregnancy_realted_pregnancy,0,0,refugee,region,,select_multiple,Individual
